id	pub date	author name	title catalog
440368	1753	Fielding, Sarah	The adventures of David Simple, volume the last  in which his history is concluded.
440369	1814	Cottin, Madame (Sophie),	Elizabeth, or, the exiles of Siberia
440370	1753		The History of Fanny Seymour.
440371	1750	Rowe, Elizabeth Singer,	Friendship in death : in twenty letters from the dead to the living : to which are added, Letters moral and entertaining, in prose and verse / by Mrs. Elizabeth Rowe.
440372	1816	Lamb, Caroline,	Glenarvon.
440373	1718	Behn, Aphra	[Novels]
440374	1753	Wollaston, George	The life and history of a pilgrim : a narrative founded on fact / by George Wollaston.
440375	1753	Wollaston, George	The life and history of a pilgrim  by G--- W----.
440376	1753	Fielding, Sarah	The history of Betty Barnes  in two volumes.
440377		Haywood, Eliza Fowler	The history of Jemmy and Jenny Jessamy in three volumes / by the author of The history of Betsy Thoughtless.
440378	1827	Opie, Amelia	Illustrations of lying, in all its branches /  by Amelia Opie. From the second London ed.
440379	1829	Opie, Amelia	Illustrations of lying in all its branches by Amelia Opie.
440380	1752	Chaigneau, William,	The history of Jack Connor.
440381	1753		Letters from Julia, the daughter of Augustus, to Ovid. A manuscript discovered at Herculaneum. Translated from a copy of the original. To which is annexed, The lady and the sylph. A visionary tale.
440385	1819	Author of The Greeks	Life High and Low  by the author of The greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.
440386	1812		The surprising adventures of Bampfylde Moore Carew, king of the beggars  containing his life, a dictionary of the cant language and many entertaining particulars of that extraordinary man.
440387	1751	Paltock, Robert,	Memoirs of the life of Parnese, a Spanish lady of vast fortune : written by herself : shewing the irresistable force of education : with a true account of the hardships she suffered, in man\'s apparel, for eight years in different countries in the prosecution of a virtuous amour with Rockbartez, her escape from slavery with Sarpeta, her master\'s daughter, their flight into Persia, her accidental marriage there to Rockbartez, and return : interspersed with the story of Beaumont and Sarpeta / translated from the Spanish manuscript by R.P., gent.
440388	1751	La Solle, Henri-François de,	Memoirs of a man of pleasure,  or The adventures of Versorand.
440389	1751	Cleland, John,	Memoirs of a Coxcomb.
440390	1751	La Solle, Henri-François de,	Memoirs of a man of pleasure :  or The adventures of Versorand.  v.1, v. 2.
440391	1752		Memoirs of the life and actions of Charles Osborn, Esq., natural son of the E--l of A------e containing an account of his polite education, his loss of a vast estate left him by his father, his distress, till relieved by an unknown lady, by whom he had seven children before he ever saw her, his extravagancies, his eight several marriages, his intrigues, his turning priest, with the vast fluctuation of his fortune, till resolving to live soberly, he not only married the unknown lady, but became possessed of the great estate he had lost, and made restitution / written by himself in the decline of life.
440392	1753		The Memoirs of Fidelio and Harriot wherein the contrast between virtue and vice is fully exhibited from a real fact transacted in the year 1720 : preserved in the original manuscript of Mrs. Harvey.
440393	1751	Crébillon, Claude-Prosper Jolyot de,	The wanderings of the heart and mind, or, the memoirs of Mr. de Meilcour translated from the French of Mr. de Crebillon the son.
440382	1825	Brackenridge, H. H.	Modern chivalry: containing the adventures of a captain, and Teague O\'Regan, his servant. By H. H. Brackenridge.
440394	1806	Opie, Amelia	Simple tales
440395	1818	Opie, Amelia	New tales by Mrs. Opie
440396	1788	Wollstonecraft, Mary,	Original stories, from real life : with conversations, calculated to regulate the affections, and form the mind to truth and goodness.
440397	1796	Wollstonecraft, Mary,	Original stories from real life: with conversations, calculated to regulate the affections, and form the mind to truth and goodness.
440399	1751	Curli, de	The life and amours of Owen Tideric, Prince of Wales, otherwise Owen Tudor  who married Catharine, Princess of France and widow of our great King Henry V, from which marriage descended Henry VII, Henry VIII, Edward VI, Queen Mary, and Queen Elizabeth, all of whom had from him the surname Tudor : and from him likewise are descended, by the eldest daughter of Henry VII, the present royal family of Great Britain, France and Ireland : first wrote in French and published many years since at Paris, and now translated into English.
440400	1805	Bunyan, John,	The pilgrim\'s progress.
440401	1752	Coventry, Francis,	The History of Pompey the Little,  or, The life and adventures of a lap-dog.
440402	1752		A genuine account of the life and transactions of Howell ap David Price, gentleman of Wales : Exhibiting a series of most remarkable occurrences during his seven years travels abroad : five of which were spent with a lady he had released from slavery : with farther particulars since his return with her to England / written by himself.
440404	1831	Johnson, Samuel	Rasselas.
440405	1752	Davys, Mary,	The reform\'d coquet, or Memoirs of Amoranda: a novel  By Mrs. Davys
440406	1823	Lockhart, J.G. (John Gibson),	Reginald Dalton.  v.1, v.2, v.3
440407	1753	"""Smythies, Miss."""	The stage-coach:
440408	1753	"""Smythies, Miss."""	The stage-coach: containing the character of Mr. Manly, and the history of his fellow-travellers ...
440409	1812	Opie, Amelia	Temper or, Domestic scenes, a tale, in three volumes. by Mrs. Opie.
440410	1809	Le Sage, Alain René,	The Adventures of Gil Blas of Santillana v.1, v.2
440411	1791	Walpole, Horace	The castle of Otranto: a Gothic story / tr. by William Marshal [!] gent. [pseud.] from the original Italian of Onuphrio Muralto [pseud.]
440412	1800	Davis, John	The farmer of New Jersey: or, A picture of domestic life. A tale /  |c By the translator of Buonaparte\'s campaign, author of Ferdinand and Elizabeth, &c. &c.
440413	1752	Lennox, Charlotte	The female Quixote; or, the adventures of Arabella.
440414	1752	Lennox, Charlotte	The female quixote Or, the adventures of arabella. In two volumes
440415	1751	Aunillon, Pierre-Charles-Fabiot	The force of education. Illustrated in the memoirs of Mademoiselle de St. Eugene, and the Baron de Cromstad. Translated from the French of Monsieur de V-----.
440416	1796	Belknap, Jeremy,	The foresters, and American tale being a sequel to the history of John Bull, the clothier. In a series of letters to a friend.
440417	1811	Bigland, John	The philosophical wanderers or, The history of the Roman tribune, and the priestess of Minerva : exhibiting the vicissitudes that diversify the fortunes of nations and individuals / by John Bigland.
440418	1759		
440419	1818	Lester, Elizabeth B.	The Quakers: A tale /  by Elizabeth B. Lester
440420	1817	Lester, Elizabeth B.	The Quakers a tale / By Elizabeth B. Lester.
440421	1818	Lester, Elizabeth B.	The Quakers : a tale /  By Elizabeth B. Lester.
440422	1772	Chetwood, W. R.	The voyages and adventures of Capt. Robert Boyle ... : to which is added, The voyage and shipwreck of Richard Castelman, gent. with a description of Pennsylvania [!] and Philadelphia.
440423	1818	Fielding, Henry	The history of Tom Jones.
440424	1800	More, Hannah,	The two wealthy farmers :  or, The history of Mr. Bragwell / [Hannah More]
440425		Davis, John	The wanderings of William:
440426	1752	Leaf, Jeremy	Worldly Compliances.
440427	1752	Mozeen, Thomas,	Young Scarron.
1170822	1760		Memoirs of Lydia Tongue-pad and Juliana Clack-it.
147525-1	1767	Brooke, Henry,	The fool of quality, or, The history of Henry, Earl of Moreland / by Mr. Brooke.
147525-2	1767	Brooke, Henry,	The fool of quality, or, The history of Henry, Earl of Moreland / by Mr. Brooke.
150692	1769		Margaretta, countess of Rainsford. A sentimental novel ...
1523438	1711	Aulnoy,	The memoirs of the court of Scotland, or, The history of the Earl of Douglas ; with, The secret history of Mackbeth, King of Scotland / written by the author of The ladies travels into Spain ... to which is added, The art of love, or, The amours of Count Schlick ... written in Latin by Pope Pius the II.
1532730	1700	Scarron,	The whole comical works of Monsr. Scarron : Containing I. His Comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters, etc / translated by Mr. Tho. Brown, Mr. Savage, and others.
155079-1	1764	Scott, Sarah,	A description of Millenium hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels.
155079-2	1764	Scott, Sarah,	A description of Millenium hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels.
155707	1769	Tooke, William,	The loves of Othniel and Achsah. Tr. from the Chaldee.
156893	1768	Sterne, Laurence,	A sentimental journey through France and Italy / by Mr. Yorick [i.e. Laurence Sterne]
157119	1768	Sterne, Laurence,	A sentimental journey through France and Italy. By Mr. Yorick [pseud.].
1623886	1768	Creichton, John,	The memoirs of Capt. John Creichton : from his own materials / drawn up and digested by Jonathan Swift ...
179309	1763	Berington, Simon,	The adventures of Sig. Gaudentio di Lucca : being the substance of his examination before the fathers of the Inquisition at Bologna in Italy : giving an account of an unknown country in the midst of the deserts of Africa, the origin and antiquity of the people, their religion, customs and laws : copied from the original manuscript in St. Mark\'s Library at Venice : with critical notes of the learned Signor Rhedi : to which is prefixed a letter of the secretary of the Inquisition shewing the reasons of Signor Gaudentio\'s being apprehended and the manner of it : translated from the Italian.
179521-1	1766	Scott, Sarah,	The history of Sir George Ellison : in two volumes.
